title,url,date,wordCount,legacyCategories,legacyTags,controlledTags,needsTagReview
Light Cast on the Formation of the Christian Canon in Polycarp’s Short Letter,https://ehrmanblog.org/light-cast-on-the-formation-of-the-christian-canon-in-polycarps-short-letter/,"December 20, 2025",653,early-christian-writings,,early-christianity; canon-and-scripture,False
The Letter of Polycarp to the Philippians (Another Apostolic Father) in a Nutshell,https://ehrmanblog.org/the-letter-of-polycarp-to-the-philippians-another-apostolic-father-in-a-nutshell/,"December 18, 2025",833,early-christian-writings,,early-christianity; paul-and-letters,False
A Bizarre Scandal Involving the Dead Sea Scrolls,https://ehrmanblog.org/a-bizarre-scandal-involving-the-dead-sea-scrolls/,"December 17, 2025",649,early-judaism; religion-in-the-news,,hebrew-bible-judaism; news-current-events,False
Was Jesus a Member of the Dead Sea Scroll Community (the Essenes)?,https://ehrmanblog.org/was-jesus-a-member-of-the-dead-sea-scroll-community-the-essenes/,"December 16, 2025",1045,early-judaism; historical-jesus,,historical-jesus; hebrew-bible-judaism,False
Why Do the Dead Sea Scrolls Matter for Understanding Jesus?,https://ehrmanblog.org/why-do-the-dead-sea-scrolls-matter-for-understanding-jesus/,"December 14, 2025",961,early-judaism; historical-jesus,,historical-jesus; hebrew-bible-judaism,False
What Are the Dead Sea Scrolls?  The Basics,https://ehrmanblog.org/what-are-the-dead-sea-scrolls-the-basics/,"December 13, 2025",1267,early-judaism,,hebrew-bible-judaism,False
My Birdbrain View of Agnosticism,https://ehrmanblog.org/my-birdbrain-view-of-agnosticism/,"December 11, 2025",732,reflections-ruminations,,faith-doubt-belief; personal-autobiographical,False
"If It Is All Matter, Why Should It Matter?",https://ehrmanblog.org/if-it-is-all-matter-why-should-it-matter/,"December 10, 2025",795,public-forum,,,True
Some Key Passages from the Gospels:  Questions from Readers,https://ehrmanblog.org/some-key-passages-from-the-gospels-questions-from-readers/,"December 9, 2025",1102,canonical-gospels; readers-questions,,canonical-gospels; reader-questions,False
A Heart-Rending Story and Stunning Condemnation: The Prophet Hosea,https://ehrmanblog.org/a-heart-rending-story-and-stunning-condemnation-the-prophet-hosea/,"December 7, 2025",1063,hebrew-bible-old-testament,,hebrew-bible-judaism,False
Ignatius: Eager to be Eaten by the Wild Beasts,https://ehrmanblog.org/ignatius-eager-to-be-eaten-by-the-wild-beasts/,"December 6, 2025",1057,early-christian-writings,,early-christianity,False
December 2025 Gold Q&A Announcement,https://ehrmanblog.org/december-2025-gold-qa-announcement/,"December 5, 2025",149,public-forum,gold; platinum,blog-community,False
A Glimpse of Proto-orthodox Views in the Letters of Ignatius,https://ehrmanblog.org/48295-2/,"December 4, 2025",1074,history-of-christianity-100-300ce,,early-christianity; church-history,False
"Uh, Duh.  What I SHOULD Have Said.  (Bethlehem)",https://ehrmanblog.org/uh-duh-what-i-should-have-said-bethlehem/,"December 3, 2025",1699,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Letters by A Christian About to Be Martyred: Ignatius of Antioch in a Nutshell,https://ehrmanblog.org/letters-by-a-christian-about-to-be-martyred-introducing-ignatius-of-antioch/,"December 3, 2025",919,early-christian-writings,,early-christianity; martyrdom-persecution,False
Did Jesus Teach in Greek?,https://ehrmanblog.org/did-jesus-teach-in-greek-a-closer-look-at-the-evidence/,"December 2, 2025",1282,public-forum,,historical-jesus,False
Why I Don’t Like Public Debates,https://ehrmanblog.org/why-i-dont-like-having-public-debates/,"November 30, 2025",1123,public-forum,,debates-and-critics,False
A Gold Nugget Often Overlooked: The Book of Zechariah,https://ehrmanblog.org/two-zecharias-one-jerusalem/,"November 29, 2025",1132,public-forum,,blog-community; book-discussion,False
Errors That Are Not Mistakes in the Bible,https://ehrmanblog.org/errors-that-are-not-mistakes-in-the-bible/,"November 27, 2025",923,public-forum,,hebrew-bible-judaism; canon-and-scripture,False
Some Good Questions On John and the Appearance of Jesus in the World,https://ehrmanblog.org/some-good-questions-on-john-and-the-appearance-of-jesus-in-the-world/,"November 26, 2025",1076,readers-questions,,canonical-gospels; historical-jesus; reader-questions,False
"Lies, Contradictions, Mistakes, and the Meaning of Words.  What Do You Think?",https://ehrmanblog.org/lies-contradictions-mistakes-and-the-meaning-of-words-what-do-you-think/,"November 25, 2025",421,public-forum,,canon-and-scripture,False
The Striking Prayers of the Didache,https://ehrmanblog.org/the-striking-prayers-of-the-didache/,"November 23, 2025",1033,early-christian-writings,,early-christianity,False
Help Feed Families in Need (With a Particularly Enticing Incentive!): Ehrman Blog Annual Appeal,https://ehrmanblog.org/help-feed-families-in-need-with-a-particularly-enticing-incentive-ehrman-blog-annual-appeal/,"November 22, 2025",568,public-forum,,blog-community,False
Intriguing Instructions for How To Run the Church:  More on the Didache,https://ehrmanblog.org/intriguing-instructions-for-how-to-run-the-church-more-on-the-didache/,"November 20, 2025",1022,early-christian-writings,,early-christianity,False
The Didache: An Important Early Christian Document in a Nutshell,https://ehrmanblog.org/the-didache-an-important-early-christian-document-in-a-nutshell/,"November 19, 2025",1903,early-christian-writings,,early-christianity,False
Are You Interested in a More Interactive Approach on the Blog? Reflections on the First Blog Stewards Seminar,https://ehrmanblog.org/a-different-kind-of-discussion-reflections-on-the-first-blog-stewards-seminar/,"November 18, 2025",873,public-forum,,blog-community,False
How Do You Date a Book Such as Barnabas?,https://ehrmanblog.org/how-do-you-date-a-book-such-as-barnabas/,"November 16, 2025",811,early-christian-writings,,early-christianity; book-discussion,False
Why Was the Letter of Barnabas Attributed to Barnabas (Part 2),https://ehrmanblog.org/why-was-the-letter-of-barnabas-attributed-to-barnabas-part-2/,"November 15, 2025",998,early-christian-writings,,early-christianity,False
November 2025 Gold Q&A Announcement,https://ehrmanblog.org/nov-2025-gold-qa/,"November 14, 2025",251,public-forum,gold; platinum,blog-community,False
Why Would Anyone Claim Barnabas Wrote “The Epistle of Barnabas”?,https://ehrmanblog.org/why-would-someone-claim-barnabas-wrote-the-epistle-of-barnabas/,"November 13, 2025",1042,public-forum,,early-christianity,False
The Epistle of Barnabas in a Nutshell (Part 2),https://ehrmanblog.org/the-epistle-of-barnabas-in-a-nutshell-part-2/,"November 12, 2025",1077,early-christian-writings,,early-christianity,False
The Epistle of Barnabas in a Nutshell (Part 1),https://ehrmanblog.org/the-epistle-of-barnabas-in-a-nutshell/,"November 11, 2025",1019,early-christian-writings,,early-christianity,False
Christ-killers; the date of Luke; and the literacy of Matthew: Questions and Responses,https://ehrmanblog.org/christ-killers-the-date-of-luke-and-the-literacy-of-matthew-questions-and-responses/,"November 9, 2025",1235,readers-questions,,canonical-gospels; reader-questions,False
How the Heavenly Lights and the Resurrection of the Phoenix Reveal God’s Will,https://ehrmanblog.org/how-the-heavenly-lights-and-the-resurrection-of-the-phoenix-reveal-gods-will/,"November 8, 2025",1057,early-christian-writings,,early-christianity; faith-doubt-belief; resurrection,False
June 2026 Cruise Details – Norway & Svalbard,https://ehrmanblog.org/june-2026-cruise-details-norway-svalbard/,"November 7, 2025",216,public-forum,,blog-community,False
Was 1 Clement Written BEFORE Some of the New Testament?,https://ehrmanblog.org/was-1-clement-written-before-some-of-the-new-testament/,"November 6, 2025",734,early-christian-writings,,early-christianity,False
Did “Pope” Clement Write 1 Clement?,https://ehrmanblog.org/did-pope-clement-write-1-clement/,"November 5, 2025",977,public-forum,,,True
1 Clement in a Nutshell,https://ehrmanblog.org/1-clement-in-a-nutshell/,"November 4, 2025",987,early-christian-writings,,early-christianity,False
You’re Invited to Bart’s Final Lecture December 7th!,https://ehrmanblog.org/youre-invited-to-barts-final-lecture-december-7th/,"November 3, 2025",362,public-forum,,teaching-scholarship,False
"Was Jesus Poor? Platinum post by Douglas Wadeson, MD",https://ehrmanblog.org/was-jesus-poor-platinum-post-by-douglas-wadeson-md/,"November 3, 2025",1462,public-forum,platinum,historical-jesus; blog-community,False
A New Thread!  The Apostolic Fathers: In a Nutshell,https://ehrmanblog.org/a-new-thread-the-apostolic-fathers-in-a-nutshell/,"November 2, 2025",1446,early-christian-writings,,early-christianity,False
For Further Reading:  Jude and Revelation,https://ehrmanblog.org/for-further-reading-jude-and-revelation/,"November 1, 2025",851,catholic-epistles; revelation-of-john,,acts-and-revelation; canonical-gospels; paul-and-letters,False
"The Revelation of John at a Glance, with Questions for Reflection",https://ehrmanblog.org/the-revelation-of-john-at-a-glance-and-questions-for-reflection/,"October 30, 2025",354,revelation-of-john,,acts-and-revelation; canonical-gospels; reader-questions,False
Blog Dinner in Chapel Hill!!  Come Celebrate My Retirement with Me!,https://ehrmanblog.org/blog-dinner-in-chapel-hill-come-celebrate-my-retirement-with-me/,"October 29, 2025",406,public-forum,,blog-community,False
Three Common Misunderstandings of the Book of Revelation,https://ehrmanblog.org/three-common-misunderstandings-of-the-book-of-revelation/,"October 28, 2025",964,public-forum,,acts-and-revelation; book-discussion,False
Having Some Fun with 666!,https://ehrmanblog.org/having-some-fun-with-666/,"October 26, 2025",1124,public-forum; revelation-of-john,,acts-and-revelation; canonical-gospels,False
"Questions on Jesus as God, the Belief in the Resurrection, Secretaries in Early Christianity, and the KJV!",https://ehrmanblog.org/questions-on-jesus-as-god-the-belief-in-the-resurrection-secretaries-in-early-xty-and-the-kjv/,"October 25, 2025",1300,readers-questions,,early-christianity; historical-jesus; faith-doubt-belief; resurrection; reader-questions,False
"1 and 2 Peter and Jude “At a Glance,” and Questions for Reflection",https://ehrmanblog.org/1-and-2-peter-and-jude-at-a-glance-and-questions-for-reflection/,"October 23, 2025",559,public-forum,,reader-questions,False
Hebrews and James:  “At a Glance” and “Questions for Reflection”,https://ehrmanblog.org/hebrews-and-james-at-a-glance-and-questions-for-reflection/,"October 23, 2025",733,public-forum,,reader-questions,False
Lecturing on a Cruise up the Coast of Norway to Svalbard.  Wanna Go With Me?,https://ehrmanblog.org/lecturing-on-a-cruise-up-the-coast-of-norway-to-svebald-wanna-go-with-me/,"October 22, 2025",555,public-forum,,blog-community,False
Understanding the Book of Revelation as an Apocalypse,https://ehrmanblog.org/understanding-the-book-of-revelation-as-an-apocalypse/,"October 21, 2025",963,revelation-of-john,,acts-and-revelation; canonical-gospels; book-discussion,False
Personal Annoucement: My Retirement from the University,https://ehrmanblog.org/personal-annoucement-my-retirement-from-the-university/,"October 20, 2025",666,public-forum,,personal-autobiographical,False
Revelation is an Apocalypse.  What Is An Apocalypse?,https://ehrmanblog.org/revelation-is-an-apocalypse-what-is-an-apocalypse/,"October 19, 2025",2003,revelation-of-john,,acts-and-revelation; canonical-gospels,False
The Book of Revelation: When and Why?,https://ehrmanblog.org/the-book-of-revelation-when-and-why/,"October 18, 2025",1069,revelation-of-john,,acts-and-revelation; canonical-gospels; book-discussion,False
Q4 2025 Platinum Webinar Announcement,https://ehrmanblog.org/q4-2025-platinum-webinar-announcement/,"October 17, 2025",122,public-forum,platinum,blog-community,False
The Book of Revelation:  Who Wrote It?,https://ehrmanblog.org/the-book-of-revelation-who-wrote-it/,"October 16, 2025",1441,revelation-of-john,,acts-and-revelation; canonical-gospels; authorship-forgery; book-discussion,False
Why Most People Who Read Revelation Are Wrong About It,https://ehrmanblog.org/why-most-people-who-read-revelation-are-wrong-about-it/,"October 15, 2025",1604,revelation-of-john,,acts-and-revelation; canonical-gospels,False
The Book of Revelation in a Nutshell,https://ehrmanblog.org/the-book-of-revelation-in-a-nutshell/,"October 13, 2025",1265,revelation-of-john,,acts-and-revelation; canonical-gospels; book-discussion,False
Four More Intriguing Topics on the Historical Jesus,https://ehrmanblog.org/four-more-intriguing-topics-on-the-historical-jesus/,"October 12, 2025",1177,historical-jesus; public-forum,,historical-jesus,False
Four Intriguing Topics in the Study of the Historical Jesus,https://ehrmanblog.org/four-intriguing-topics-in-the-study-of-the-historical-jesus/,"October 11, 2025",1434,public-forum,,historical-jesus,False
Problems with the Gospels: A Primer for the Study of the Historical Jesus (Part 2),https://ehrmanblog.org/problems-with-the-gospels-a-primer-for-the-study-of-the-historical-jesus-part-2/,"October 9, 2025",1767,canonical-gospels; historical-jesus; history-of-biblical-scholarship,,canonical-gospels; historical-jesus; historical-method; teaching-scholarship,False
A Primer for the Study of the Historical Jesus:  Our Non-Gospel Sources,https://ehrmanblog.org/47727-2/,"October 8, 2025",1335,historical-jesus; public-forum,,historical-jesus; canonical-gospels,False
"Jude, The Denigration of Angels, and the Followers of Paul",https://ehrmanblog.org/jude-the-denigration-of-angels-and-the-followers-of-paul/,"October 7, 2025",948,catholic-epistles; paul-and-his-letters,,paul-and-letters,False
Seventy Years on This Planet and One Fundraiser: You’re Invited,https://ehrmanblog.org/seventy-candles/,"October 5, 2025",593,public-forum,,,True
Does Jude Attack Pauline Christians?,https://ehrmanblog.org/does-jude-attack-pauline-christians/,"October 4, 2025",1258,catholic-epistles; forgery-in-antiquity; paul-and-his-letters,,paul-and-letters; authorship-forgery,False
October 2025 Gold Q&A Announcement,https://ehrmanblog.org/october-2025-gold-qa-announcement/,"October 3, 2025",135,public-forum,gold; platinum,blog-community,False
"Unpacking 1 Enoch, the Apocryphal Writing Quoted by Jude",https://ehrmanblog.org/unpacking-1-enoch-the-apocryphal-writing-quoted-by-jude/,"October 1, 2025",1223,afterlife; early-judaism,,hebrew-bible-judaism; christian-apocrypha; afterlife,False
